선수명,생년월일,연도,팀,나이,P,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
유한준,1981-07-01,2015,넥센,34,RF,139,598,520,103,188,42,1,23,301,116,3,3,67,2,2,71,13,1,8,0.362,0.431,0.579,1.009,0.440,157.6,5.87,4.14
유한준,1981-07-01,2016,kt,35,RF,110,460,408,70,137,22,0,14,201,64,4,1,47,2,1,40,10,0,3,0.336,0.404,0.493,0.897,0.405,128.6,3.29,3.42
유한준,1981-07-01,2017,kt,36,RF,133,497,445,52,136,19,0,13,194,68,0,2,45,2,2,59,10,2,3,0.306,0.370,0.436,0.806,0.359,105.5,1.79,1.32
유한준,1981-07-01,2018,KT,37,RF,121,480,428,59,145,21,1,20,228,83,1,1,47,2,3,53,9,2,1,0.339,0.406,0.533,0.939,0.404,134.5,3.48,2.84
유한준,1981-07-01,2019,KT,38,DH,139,562,501,61,159,19,1,14,222,86,3,0,52,4,1,61,20,0,5,0.317,0.383,0.443,0.826,0.381,133.1,3.44,4.09
유한준,1981-07-01,2020,KT,39,DH,119,428,386,48,108,17,0,11,158,64,0,0,40,0,2,51,9,1,1,0.280,0.347,0.409,0.756,0.345,99.2,0.63,0.83
유한준,1981-07-01,2021,KT,40,DH,104,336,281,30,87,16,0,5,118,42,1,0,44,7,5,34,12,0,4,0.310,0.411,0.420,0.831,0.389,130.5,1.87,1.27
오지환,1990-03-12,2014,LG,24,SS,113,464,397,72,104,20,8,8,164,56,28,12,51,7,2,102,8,6,3,0.262,0.354,0.413,0.767,0.343,94.6,2.62,2.83
오지환,1990-03-12,2015,LG,25,SS,138,566,497,76,138,41,4,11,220,56,25,10,59,4,1,121,2,3,3,0.278,0.357,0.443,0.800,0.357,110.3,4.44,2.40
오지환,1990-03-12,2016,LG,26,SS,121,472,393,73,110,14,5,20,194,78,17,9,65,7,0,97,7,2,5,0.280,0.387,0.494,0.881,0.391,126.6,4.16,1.98
오지환,1990-03-12,2017,LG,27,SS,107,390,334,47,91,13,4,8,136,39,10,5,45,5,2,105,8,1,5,0.272,0.363,0.407,0.770,0.346,101.2,2.15,-0.42
오지환,1990-03-12,2018,LG,28,SS,144,617,533,93,148,26,2,11,211,71,10,5,59,7,3,146,6,12,6,0.278,0.354,0.396,0.750,0.329,89.4,2.83,2.62
오지환,1990-03-12,2019,LG,29,SS,134,547,473,63,119,23,5,9,179,53,27,5,57,7,1,113,7,7,3,0.252,0.339,0.378,0.717,0.330,101.1,3.40,0.85
오지환,1990-03-12,2020,LG,30,SS,141,591,527,95,158,41,7,10,243,71,20,8,45,9,1,116,4,5,5,0.300,0.362,0.461,0.823,0.368,119.7,4.40,1.21
오지환,1990-03-12,2021,LG,31,SS,134,532,464,62,118,19,2,8,165,57,12,6,54,5,0,82,11,4,5,0.254,0.335,0.356,0.691,0.327,93.9,2.33,-0.53
오지환,1990-03-12,2022,LG,32,SS,142,569,494,75,133,16,4,25,232,87,20,7,62,7,2,107,11,3,3,0.269,0.357,0.470,0.827,0.372,138.6,5.77,2.56
오지환,1990-03-12,2023,LG,33,SS,117,474,400,62,106,22,3,8,158,58,15,6,59,8,0,81,3,4,3,0.265,0.368,0.395,0.763,0.358,120.3,3.62,1.71
터커,1990-07-06,2019,KIA,29,RF,95,399,357,50,111,33,0,9,171,50,0,0,38,3,0,44,12,0,1,0.311,0.381,0.479,0.860,0.393,140.4,3.21,0.56
터커,1990-07-06,2020,KIA,30,RF,142,631,542,100,166,40,0,32,302,113,0,2,76,9,3,67,12,0,4,0.306,0.398,0.557,0.955,0.420,149.9,5.76,2.40
터커,1990-07-06,2021,KIA,31,LF,127,539,468,42,111,24,1,9,164,59,0,0,61,8,1,66,12,0,2,0.237,0.334,0.350,0.684,0.327,91.0,0.81,0.02
전준우,1986-02-25,2014,롯데,28,CF,113,470,415,69,121,23,2,14,190,66,7,4,34,9,0,71,10,9,3,0.292,0.356,0.458,0.814,0.357,97.8,2.24,1.37
전준우,1986-02-25,2016,롯데,30,CF,25,113,99,16,25,7,0,2,38,10,3,3,7,6,0,25,4,1,0,0.253,0.339,0.384,0.723,0.333,83.0,0.19,0.10
전준우,1986-02-25,2017,롯데,31,CF,110,496,455,76,146,27,1,18,229,69,2,4,30,7,2,70,11,2,2,0.321,0.370,0.503,0.874,0.381,120.5,3.36,2.40
전준우,1986-02-25,2018,롯데,32,LF,144,614,556,118,190,36,2,33,329,90,7,7,48,7,1,82,12,1,2,0.342,0.400,0.592,0.991,0.421,146.3,5.67,5.45
전준우,1986-02-25,2019,롯데,33,LF,141,606,545,85,164,30,1,22,262,83,8,2,46,7,2,71,19,1,7,0.301,0.359,0.481,0.839,0.379,130.5,4.24,0.53
전준우,1986-02-25,2020,롯데,34,LF,143,628,562,95,157,34,1,26,271,96,5,5,52,8,0,79,21,3,3,0.279,0.347,0.482,0.829,0.368,113.3,3.06,1.75
전준우,1986-02-25,2021,롯데,35,LF,144,619,552,88,192,46,0,7,259,92,6,3,53,5,0,71,10,1,8,0.348,0.405,0.469,0.874,0.406,140.4,4.93,4.09
전준우,1986-02-25,2022,롯데,36,LF,120,517,470,73,143,31,1,11,209,68,6,3,35,3,1,73,14,0,9,0.304,0.350,0.445,0.795,0.361,121.3,3.10,1.19
전준우,1986-02-25,2023,롯데,37,DH,124,495,434,68,133,18,3,15,202,70,8,2,47,7,4,55,11,0,7,0.306,0.378,0.465,0.843,0.386,138.2,2.98,2.06
황재균,1987-07-28,2014,롯데,27,3B,128,550,486,66,156,33,3,12,231,76,17,10,53,3,0,86,8,4,4,0.321,0.388,0.475,0.864,0.386,117.4,3.98,1.17
황재균,1987-07-28,2015,롯데,28,3B,144,596,534,95,155,41,2,26,278,97,11,10,48,4,1,122,14,4,6,0.290,0.350,0.521,0.870,0.375,115.4,4.01,1.43
황재균,1987-07-28,2016,롯데,29,3B,127,559,498,97,167,26,5,27,284,113,25,10,49,4,5,66,10,0,8,0.335,0.394,0.570,0.964,0.417,137.3,5.55,4.03
황재균,1987-07-28,2018,KT,31,3B,142,588,530,76,157,41,3,25,279,88,14,7,49,4,1,120,5,2,3,0.296,0.358,0.526,0.885,0.376,115.5,3.40,1.96
황재균,1987-07-28,2019,KT,32,3B,124,507,448,78,127,16,3,20,209,67,10,7,52,2,2,71,10,0,5,0.283,0.357,0.467,0.824,0.373,128.8,3.98,2.15
황재균,1987-07-28,2020,KT,33,3B,134,600,541,108,169,35,5,21,277,97,11,6,47,5,0,98,12,3,4,0.312,0.370,0.512,0.882,0.391,129.7,5.14,3.52
황재균,1987-07-28,2021,KT,34,3B,117,507,453,74,132,16,2,10,182,56,11,4,46,3,1,92,11,1,4,0.291,0.358,0.402,0.760,0.356,108.4,2.93,-0.32
황재균,1987-07-28,2022,KT,35,3B,141,581,519,59,136,24,3,10,196,64,6,3,53,5,5,99,17,2,2,0.262,0.335,0.378,0.713,0.328,99.6,2.65,-0.18
황재균,1987-07-28,2023,KT,36,3B,100,419,375,54,109,26,2,3,148,42,3,3,39,1,1,61,14,3,1,0.291,0.358,0.395,0.753,0.352,111.8,2.59,1.25
김태균,1982-05-29,2014,한화,32,1B,118,508,422,66,154,30,0,18,238,84,0,2,70,11,1,73,18,0,5,0.365,0.463,0.564,1.027,0.456,158.8,4.94,4.95
김태균,1982-05-29,2015,한화,33,1B,133,524,408,61,129,28,0,21,220,104,3,1,98,12,12,80,19,1,5,0.316,0.457,0.539,0.996,0.436,153.7,4.17,5.83
김태균,1982-05-29,2016,한화,34,DH,144,652,529,94,193,39,0,23,301,136,1,0,108,9,10,97,11,0,6,0.365,0.476,0.569,1.045,0.463,165.5,5.50,7.37
김태균,1982-05-29,2017,한화,35,DH,94,407,356,51,121,22,0,17,194,76,0,0,43,4,7,56,13,0,4,0.340,0.413,0.545,0.958,0.413,142.3,2.55,2.58
김태균,1982-05-29,2018,한화,36,DH,73,271,254,25,80,11,0,10,121,34,0,1,13,4,1,56,7,0,0,0.315,0.358,0.476,0.834,0.364,108.2,0.47,1.53
김태균,1982-05-29,2019,한화,37,DH,127,500,433,47,132,21,0,6,171,62,3,0,54,5,5,94,15,0,8,0.305,0.382,0.395,0.777,0.360,121.7,1.90,0.40
김태균,1982-05-29,2020,한화,38,1B,67,254,219,14,48,11,0,2,65,29,0,0,30,2,3,42,8,1,2,0.219,0.316,0.297,0.613,0.288,64.7,-0.53,-0.50
박석민,1985-06-22,2014,삼성,29,3B,110,425,356,77,112,21,0,27,214,72,0,1,54,12,3,62,12,0,3,0.315,0.419,0.601,1.020,0.438,147.7,4.52,2.78
박석민,1985-06-22,2015,삼성,30,3B,135,559,448,90,144,25,0,26,247,116,3,0,83,19,0,97,13,1,8,0.321,0.441,0.551,0.992,0.437,156.8,5.38,5.77
박석민,1985-06-22,2016,NC,31,3B,126,506,427,77,131,20,0,32,247,104,2,0,56,16,2,95,18,2,4,0.307,0.404,0.578,0.982,0.424,144.1,4.78,2.16
박석민,1985-06-22,2017,NC,32,3B,101,382,319,43,78,15,0,14,135,56,1,2,50,13,0,92,17,0,0,0.245,0.369,0.423,0.792,0.359,107.4,1.73,-0.11
박석민,1985-06-22,2018,NC,33,DH,103,375,318,40,81,14,1,16,145,55,1,0,39,15,4,80,11,0,3,0.255,0.360,0.456,0.816,0.354,103.4,0.91,1.51
박석민,1985-06-22,2019,NC,34,3B,112,444,360,49,96,17,1,19,172,74,1,2,65,12,2,69,17,4,3,0.267,0.393,0.478,0.871,0.393,138.1,3.25,1.42
박석민,1985-06-22,2020,NC,35,3B,123,448,356,58,109,15,0,14,166,63,0,1,75,10,2,62,11,2,4,0.306,0.436,0.466,0.902,0.411,142.6,4.06,2.64
박석민,1985-06-22,2021,NC,36,3B,59,205,171,27,44,8,0,10,82,41,0,0,27,2,1,43,8,3,2,0.257,0.361,0.480,0.841,0.377,121.5,1.32,0.01
박석민,1985-06-22,2022,NC,37,3B,16,58,47,3,7,2,0,0,9,2,0,0,9,1,0,8,3,1,0,0.149,0.298,0.191,0.490,0.251,48.2,-0.20,-0.32
박석민,1985-06-22,2023,NC,38,3B,30,107,88,9,17,1,0,1,21,8,0,0,14,3,0,22,4,1,1,0.193,0.321,0.239,0.559,0.282,66.9,-0.09,-0.82
러프,1986-07-28,2017,삼성,31,1B,134,591,515,90,162,38,0,31,293,124,2,2,60,12,4,107,14,0,4,0.315,0.396,0.569,0.965,0.414,142.6,3.92,4.11
러프,1986-07-28,2018,삼성,32,1B,137,597,506,97,167,32,4,33,306,125,5,3,65,18,0,107,17,0,8,0.330,0.419,0.605,1.024,0.432,152.9,5.28,5.89
러프,1986-07-28,2019,삼성,33,1B,133,568,472,80,138,35,2,22,243,101,6,3,80,7,6,87,18,0,9,0.292,0.396,0.515,0.911,0.406,145.9,4.19,1.30
강민호,1985-08-18,2014,롯데,29,C,98,360,310,37,71,14,2,16,137,40,1,2,33,13,3,92,6,0,4,0.229,0.325,0.442,0.767,0.336,82.7,1.45,-0.40
강민호,1985-08-18,2015,롯데,30,C,123,456,380,63,118,18,1,35,243,86,0,0,60,14,2,112,14,0,2,0.311,0.421,0.639,1.061,0.451,164.9,5.23,4.59
강민호,1985-08-18,2016,롯데,31,C,116,460,381,65,123,26,0,20,209,72,4,0,66,10,4,91,7,0,3,0.323,0.433,0.549,0.981,0.434,147.7,5.00,5.06
강민호,1985-08-18,2017,롯데,32,C,130,515,456,62,130,22,1,22,220,68,0,2,41,15,6,104,15,0,3,0.285,0.361,0.482,0.844,0.367,110.9,3.51,0.96
강민호,1985-08-18,2018,삼성,33,C,129,477,427,46,115,14,0,22,195,71,0,0,29,14,5,96,11,0,7,0.269,0.331,0.457,0.788,0.337,90.2,1.97,-0.83
강민호,1985-08-18,2019,삼성,34,C,112,393,346,36,81,20,0,13,140,45,0,0,33,9,2,76,9,2,3,0.234,0.315,0.405,0.719,0.327,92.2,1.84,0.46
강민호,1985-08-18,2020,삼성,35,C,119,393,355,46,102,14,0,19,173,61,0,0,31,4,2,54,17,0,3,0.287,0.349,0.487,0.836,0.370,113.2,3.02,0.55
강민호,1985-08-18,2021,삼성,36,C,123,462,406,55,118,22,0,18,194,67,0,0,45,4,4,53,18,0,7,0.291,0.362,0.478,0.839,0.380,123.6,3.86,1.49
강민호,1985-08-18,2022,삼성,37,C,130,444,396,38,102,19,1,13,162,66,0,0,41,3,4,58,21,1,3,0.258,0.330,0.409,0.739,0.335,103.6,2.11,0.55
강민호,1985-08-18,2023,삼성,38,C,116,459,399,55,116,17,0,15,178,68,6,1,49,6,4,56,15,1,4,0.291,0.373,0.446,0.820,0.377,127.3,3.66,1.10
로사리오,1989-02-23,2016,한화,27,1B,127,532,492,78,158,31,2,33,292,120,1,3,33,4,3,90,16,1,2,0.321,0.367,0.594,0.961,0.411,131.0,3.01,3.53
로사리오,1989-02-23,2017,한화,28,1B,119,510,445,100,151,30,1,37,294,111,10,5,50,10,4,61,12,0,5,0.339,0.414,0.661,1.074,0.450,165.3,5.18,3.91
페르난데스,1988-04-27,2019,두산,31,DH,144,645,572,87,197,34,0,15,276,88,1,2,61,6,4,54,16,0,6,0.344,0.409,0.483,0.892,0.408,155.2,5.15,3.32
페르난데스,1988-04-27,2020,두산,32,DH,144,668,586,104,199,29,0,21,291,105,0,1,58,13,1,42,26,0,11,0.340,0.404,0.497,0.901,0.406,146.3,4.39,4.31
페르난데스,1988-04-27,2021,두산,33,DH,141,617,540,73,170,24,0,15,239,81,0,2,65,6,3,35,25,0,6,0.315,0.391,0.443,0.833,0.389,136.6,3.07,1.20
페르난데스,1988-04-27,2022,두산,34,DH,139,550,508,52,157,28,0,6,203,77,0,0,35,2,0,45,34,0,5,0.309,0.353,0.400,0.752,0.349,118.6,1.83,-0.21
버나디나,1984-06-12,2017,KIA,33,CF,139,621,557,118,178,26,8,27,301,111,32,7,41,11,2,112,9,3,9,0.320,0.372,0.540,0.913,0.390,128.4,5.12,3.83
버나디나,1984-06-12,2018,KIA,34,CF,131,590,513,106,159,25,3,20,250,70,32,13,63,10,3,103,9,3,1,0.310,0.395,0.487,0.883,0.385,125.4,4.55,3.55
구자욱,1993-02-12,2015,삼성,22,1B,116,465,410,97,143,33,5,11,219,57,17,7,45,6,0,79,3,0,4,0.349,0.417,0.534,0.951,0.422,148.4,4.99,1.81
구자욱,1993-02-12,2016,삼성,23,1B,108,495,428,105,147,19,13,14,234,77,10,5,55,5,1,68,4,2,5,0.343,0.420,0.547,0.967,0.427,142.5,3.96,4.99
구자욱,1993-02-12,2017,삼성,24,RF,144,647,564,108,175,39,10,21,297,107,10,4,63,10,1,138,1,0,10,0.310,0.383,0.527,0.910,0.394,130.5,4.96,3.11
구자욱,1993-02-12,2018,삼성,25,RF,116,529,478,100,159,26,5,20,255,84,10,0,43,5,2,110,4,1,2,0.333,0.392,0.533,0.926,0.398,131.9,3.91,4.23
구자욱,1993-02-12,2019,삼성,26,RF,122,526,475,66,127,27,6,15,211,71,11,3,38,7,2,88,5,0,6,0.267,0.327,0.444,0.771,0.348,107.8,1.98,1.16
구자욱,1993-02-12,2020,삼성,27,LF,118,510,446,70,137,27,2,15,213,78,19,5,51,8,3,91,4,1,4,0.307,0.385,0.478,0.863,0.387,126.6,3.39,4.53
구자욱,1993-02-12,2021,삼성,28,RF,139,610,543,107,166,30,10,22,282,88,27,4,48,6,3,98,9,1,12,0.306,0.361,0.519,0.881,0.394,134.0,5.00,3.48
구자욱,1993-02-12,2022,삼성,29,RF,99,442,409,69,119,23,3,5,163,37,11,1,27,3,2,84,7,1,2,0.291,0.338,0.399,0.736,0.338,107.1,1.91,-0.31
구자욱,1993-02-12,2023,삼성,30,RF,109,471,413,58,138,34,1,8,198,64,12,3,49,4,2,75,4,2,3,0.334,0.407,0.479,0.887,0.408,149.7,4.20,3.47
안치홍,1990-07-02,2014,KIA,24,2B,126,479,434,65,147,31,2,18,236,88,19,6,33,6,1,65,11,2,4,0.339,0.390,0.544,0.934,0.408,133.4,4.55,3.65
안치홍,1990-07-02,2016,KIA,26,2B,10,43,36,3,8,2,0,0,10,1,0,0,5,0,0,8,2,1,1,0.222,0.310,0.278,0.587,0.278,46.4,-0.13,-0.40
안치홍,1990-07-02,2017,KIA,27,2B,132,545,487,95,154,29,2,21,250,93,7,0,43,4,1,70,19,6,5,0.316,0.373,0.513,0.886,0.382,123.0,4.39,3.80
안치홍,1990-07-02,2018,KIA,28,2B,130,549,494,88,169,38,1,23,278,118,5,1,36,10,1,57,13,0,9,0.342,0.392,0.563,0.954,0.407,140.3,4.98,4.06
안치홍,1990-07-02,2019,KIA,29,2B,105,408,362,45,114,18,1,5,149,49,4,2,40,1,1,37,9,0,5,0.315,0.380,0.412,0.792,0.368,122.5,2.81,0.93
안치홍,1990-07-02,2020,롯데,30,2B,124,460,412,49,118,28,0,8,170,54,14,3,35,7,2,47,11,4,2,0.286,0.351,0.413,0.764,0.346,99.0,2.01,-0.20
안치홍,1990-07-02,2021,롯데,31,2B,119,490,421,58,129,30,2,10,193,82,3,6,52,3,2,58,10,5,9,0.306,0.379,0.458,0.838,0.382,124.3,3.45,1.55
안치홍,1990-07-02,2022,롯데,32,2B,132,562,493,71,140,27,3,14,215,58,7,2,51,5,4,52,13,8,5,0.284,0.354,0.436,0.790,0.354,117.2,3.24,0.87
안치홍,1990-07-02,2023,롯데,33,2B,115,480,411,56,121,19,1,8,166,62,3,3,49,10,3,51,14,5,5,0.294,0.379,0.404,0.783,0.364,121.8,2.91,2.26
터크먼,1990-12-03,2022,한화,32,CF,144,648,575,88,166,37,4,12,247,43,19,11,64,7,5,104,12,0,2,0.289,0.366,0.430,0.795,0.365,126.8,4.98,0.80
소크라테스,1992-09-06,2022,KIA,30,CF,127,554,514,83,160,29,7,17,254,77,13,6,34,2,4,81,11,0,4,0.311,0.354,0.494,0.848,0.380,137.0,4.97,0.61
소크라테스,1992-09-06,2023,KIA,31,CF,129,553,495,84,142,27,3,19,232,87,12,5,50,1,4,73,12,0,7,0.287,0.349,0.469,0.818,0.371,128.9,4.32,2.29
이용규,1985-08-26,2014,한화,29,DH,104,418,358,62,103,12,4,0,123,20,12,11,52,5,0,46,5,2,1,0.288,0.385,0.344,0.728,0.349,88.2,0.09,-0.76
이용규,1985-08-26,2015,한화,30,CF,124,585,493,94,168,15,7,4,209,42,28,10,68,9,5,45,4,11,4,0.341,0.427,0.424,0.851,0.386,119.6,4.96,2.61
이용규,1985-08-26,2016,한화,31,CF,113,530,452,98,159,20,4,3,196,41,21,11,63,7,1,29,7,7,1,0.352,0.438,0.434,0.872,0.404,128.1,4.31,3.44
이용규,1985-08-26,2017,한화,32,CF,57,200,179,32,47,8,1,0,57,12,10,3,17,2,0,20,4,1,1,0.263,0.332,0.318,0.650,0.304,70.8,0.32,-0.26
이용규,1985-08-26,2018,한화,33,CF,134,575,491,82,144,14,1,1,163,36,30,11,59,12,0,62,8,8,5,0.293,0.379,0.332,0.711,0.331,88.6,1.84,-0.72
이용규,1985-08-26,2020,한화,35,CF,120,487,419,60,120,14,2,1,141,32,17,8,59,6,0,36,9,2,1,0.286,0.381,0.337,0.718,0.345,102.8,2.21,1.07
이용규,1985-08-26,2021,키움,36,LF,133,547,459,88,136,16,8,1,171,43,16,2,71,5,2,46,5,6,6,0.296,0.392,0.373,0.764,0.363,112.7,3.10,1.73
이용규,1985-08-26,2022,키움,37,LF,86,326,271,34,54,6,0,0,60,21,12,2,45,7,0,42,7,1,2,0.199,0.326,0.221,0.548,0.278,67.7,-0.41,0.64
이용규,1985-08-26,2023,키움,38,LF,49,175,152,19,35,0,3,0,41,11,2,1,18,1,0,22,3,2,2,0.230,0.312,0.270,0.582,0.282,66.8,-0.26,-0.18
김선빈,1989-12-18,2014,KIA,25,SS,33,98,93,7,27,4,0,0,31,9,2,0,3,0,0,10,3,2,0,0.290,0.313,0.333,0.646,0.295,59.1,0.09,-0.50
김선빈,1989-12-18,2016,KIA,27,SS,6,27,25,3,9,2,1,0,13,0,1,1,1,0,0,3,1,1,0,0.360,0.385,0.520,0.905,0.390,119.9,0.20,-0.17
김선빈,1989-12-18,2017,KIA,28,SS,137,529,476,84,176,34,1,5,227,64,4,4,39,5,4,40,10,5,4,0.370,0.420,0.477,0.897,0.399,134.0,4.96,1.92
김선빈,1989-12-18,2018,KIA,29,SS,127,492,424,73,125,17,2,4,158,49,4,1,48,9,1,42,10,6,5,0.295,0.375,0.373,0.747,0.339,94.5,2.10,1.23
김선빈,1989-12-18,2019,KIA,30,SS,121,447,394,55,115,22,0,3,146,40,5,4,43,1,0,26,7,5,4,0.292,0.360,0.371,0.730,0.340,103.9,2.27,1.05
김선빈,1989-12-18,2020,KIA,31,2B,85,351,303,42,100,19,0,1,122,37,1,1,40,2,0,43,12,1,5,0.330,0.406,0.403,0.808,0.378,121.2,2.26,1.07
김선빈,1989-12-18,2021,KIA,32,2B,130,564,501,55,154,32,0,5,201,67,0,0,56,1,2,39,19,1,5,0.307,0.375,0.401,0.776,0.366,116.0,3.42,3.06
김선빈,1989-12-18,2022,KIA,33,2B,140,587,505,51,145,23,0,3,177,61,13,2,65,6,0,47,14,7,3,0.287,0.373,0.351,0.724,0.341,109.6,2.88,1.39
김선빈,1989-12-18,2023,KIA,34,2B,106,416,371,34,119,16,0,0,135,41,3,1,32,4,0,22,10,7,2,0.321,0.379,0.364,0.743,0.351,113.5,2.30,0.52
정근우,1982-10-02,2014,한화,32,2B,125,549,464,91,137,28,5,6,193,44,32,3,66,9,0,56,11,7,3,0.295,0.391,0.416,0.807,0.369,101.7,3.67,2.34
정근우,1982-10-02,2015,한화,33,2B,126,552,468,99,148,30,2,12,218,66,21,6,61,8,1,66,14,13,2,0.316,0.403,0.466,0.868,0.384,119.2,4.91,4.05
정근우,1982-10-02,2016,한화,34,2B,138,650,575,121,178,31,2,18,267,88,22,6,60,9,2,58,14,1,5,0.310,0.381,0.464,0.845,0.381,112.5,4.37,3.71
정근우,1982-10-02,2017,한화,35,2B,105,442,391,73,129,22,0,11,184,46,6,6,32,10,3,48,12,5,3,0.330,0.392,0.471,0.863,0.379,120.1,3.08,1.72
정근우,1982-10-02,2018,한화,36,2B,102,425,375,63,114,24,1,11,173,57,6,5,39,7,1,43,12,1,3,0.304,0.377,0.461,0.839,0.369,111.8,1.64,2.90
정근우,1982-10-02,2019,한화,37,CF,88,305,277,37,77,10,1,3,98,30,8,5,20,4,1,43,11,3,1,0.278,0.334,0.354,0.688,0.320,94.3,0.76,-0.50
정근우,1982-10-02,2020,LG,38,2B,72,177,154,23,37,4,0,1,44,14,7,2,17,2,1,23,4,3,1,0.240,0.322,0.286,0.608,0.287,64.3,-0.10,0.10
알테어,1991-01-14,2020,NC,29,CF,136,546,482,90,134,20,7,31,261,108,22,3,46,12,3,149,10,0,6,0.278,0.352,0.541,0.893,0.387,124.8,4.43,2.78
알테어,1991-01-14,2021,NC,30,CF,143,565,492,83,134,19,2,32,253,84,20,5,57,11,2,156,6,0,5,0.272,0.358,0.514,0.872,0.393,132.0,4.91,2.11
히메네스,1988-01-18,2015,LG,27,3B,70,299,279,37,87,17,2,11,141,46,8,2,12,4,1,48,4,0,4,0.312,0.345,0.505,0.850,0.370,122.5,1.97,1.04
히메네스,1988-01-18,2016,LG,28,3B,135,579,523,101,161,36,0,26,275,102,18,9,39,10,2,67,8,1,6,0.308,0.363,0.526,0.889,0.388,126.8,4.85,2.54
히메네스,1988-01-18,2017,LG,29,3B,51,198,181,29,50,6,1,7,79,30,3,5,13,3,0,19,8,0,1,0.276,0.333,0.436,0.770,0.341,100.6,0.82,-0.31
마르테,1983-10-21,2015,kt,32,3B,115,487,425,85,148,32,1,20,242,89,0,0,51,2,7,60,19,0,8,0.348,0.414,0.569,0.983,0.424,149.0,4.83,3.20
마르테,1983-10-21,2016,kt,33,3B,91,381,325,52,86,16,0,22,168,74,0,0,50,1,0,51,12,0,5,0.265,0.360,0.517,0.877,0.382,113.9,2.27,2.00
로맥,1985-09-30,2017,SK,32,RF,102,416,359,58,87,19,0,31,199,64,1,1,50,6,2,116,6,0,1,0.242,0.344,0.554,0.898,0.378,117.2,2.03,1.67
로맥,1985-09-30,2018,SK,33,1B,141,616,528,102,167,19,0,43,315,107,10,5,72,10,0,123,7,0,6,0.316,0.404,0.597,1.001,0.422,144.1,4.78,3.95
로맥,1985-09-30,2019,SK,34,1B,137,589,504,86,139,28,1,29,256,95,6,3,73,6,3,117,11,0,6,0.276,0.370,0.508,0.878,0.393,137.1,4.06,1.09
로맥,1985-09-30,2020,SK,35,1B,139,586,485,85,137,32,0,32,265,91,4,2,91,6,5,116,5,0,4,0.282,0.399,0.546,0.946,0.414,142.7,4.38,4.31
로맥,1985-09-30,2021,SSG,36,1B,107,421,355,55,80,11,0,20,151,52,1,0,59,4,1,83,9,0,3,0.225,0.340,0.425,0.765,0.354,105.5,1.13,-0.59
최지훈,1997-07-23,2020,SK,23,RF,127,520,466,66,120,19,5,1,152,27,18,6,38,5,0,80,4,8,3,0.258,0.318,0.326,0.645,0.299,71.5,0.39,-2.51
최지훈,1997-07-23,2021,SSG,24,CF,136,534,461,75,121,19,6,5,167,45,26,6,51,8,0,71,6,8,6,0.262,0.342,0.362,0.705,0.330,93.8,2.12,-0.19
최지훈,1997-07-23,2022,SSG,25,CF,144,640,570,93,173,32,4,10,243,61,31,7,47,7,0,77,7,12,4,0.304,0.362,0.426,0.788,0.357,120.8,4.78,1.77
최지훈,1997-07-23,2023,SSG,26,CF,112,488,448,64,120,19,8,2,161,30,20,2,29,2,0,49,3,8,1,0.268,0.315,0.359,0.674,0.312,89.8,1.90,-0.94
채은성,1990-02-06,2014,LG,24,RF,62,197,159,18,44,11,1,1,60,15,5,3,21,10,0,36,3,2,5,0.277,0.385,0.377,0.762,0.354,100.5,0.60,0.03
채은성,1990-02-06,2015,LG,25,RF,90,198,173,25,43,11,2,4,70,20,3,3,14,5,1,39,4,3,3,0.249,0.318,0.405,0.723,0.317,83.5,0.38,-0.55
채은성,1990-02-06,2016,LG,26,RF,128,451,403,64,126,20,3,9,179,81,7,3,31,7,0,75,9,2,8,0.313,0.365,0.444,0.809,0.365,105.6,2.01,2.75
채은성,1990-02-06,2017,LG,27,RF,114,372,333,28,89,12,3,2,113,35,5,6,17,11,1,66,8,10,1,0.267,0.323,0.339,0.663,0.297,66.8,-0.79,-1.90
채은성,1990-02-06,2018,LG,28,RF,139,578,529,78,175,36,2,25,290,119,3,1,35,9,1,97,12,0,5,0.331,0.379,0.548,0.927,0.396,137.5,4.73,3.44
채은성,1990-02-06,2019,LG,29,RF,128,514,470,59,148,18,1,12,204,72,2,2,24,12,1,67,9,0,8,0.315,0.358,0.434,0.792,0.363,124.3,3.17,-0.34
채은성,1990-02-06,2020,LG,30,RF,109,464,416,59,122,17,2,15,188,88,0,3,32,9,1,69,12,0,7,0.293,0.351,0.452,0.803,0.361,116.7,2.07,-0.14
채은성,1990-02-06,2021,LG,31,RF,110,448,387,59,107,20,0,16,175,82,4,2,38,16,2,80,9,0,7,0.276,0.359,0.452,0.812,0.373,128.2,2.86,2.60
채은성,1990-02-06,2022,LG,32,1B,126,526,467,48,138,26,2,12,204,83,6,7,27,21,3,88,16,0,11,0.296,0.354,0.437,0.790,0.359,127.3,2.89,-0.22
채은성,1990-02-06,2023,한화,33,1B,126,553,486,64,128,17,0,20,205,75,0,0,48,16,8,96,15,0,3,0.263,0.347,0.422,0.769,0.353,115.2,2.20,2.14
박민우,1993-02-06,2014,NC,21,2B,118,491,416,87,124,21,9,1,166,40,50,10,56,11,0,89,5,4,4,0.298,0.392,0.399,0.791,0.367,106.9,3.75,1.26
